
  International Seismological Centre
  ISC: Focal Mechanism solutions

Any use of data from the ISC *should be cited*. The correct format for
citations may be found on our citation page <http://www.isc.ac.uk/
citations/>.

Once the search has completed, a compressed KML file <https://
www.isc.ac.uk/temp/kml/507173769.kmz> will be available to view the
results in Google Earth <http://earth.google.com/>.

Sorry a problem has occured with the map.
*Search summary:*
Database: Reviewed ISC Bulletin
Search type: Rectangular search
Latitude range: -51 to -27
Longitude range: -80 to -65
Start date: 1976-01-01 00:00:00
End date: 2025-08-01 00:00:00
Magnitude >= 4.9
Events found: 1650
Date of search: Mon Sep 1 13:00:30 2025 GMT

Agencies whose data contributed towards the results of this search are
listed at the bottom of the page.

/Please note:/

Data on or after 2023/09/01 have not been reviewed by the ISC.



DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
Reviewed ISC Bulletin
-----EVENT----|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,TYPE,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
   654711 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=654711&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1979-12-26,19:43:42.10,-35.9000, -71.5000,110.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.680, 5.5,17,-0.266,-0.467, 0.730, 0.232,-0.001,-2.625,199.00, 6.00, -66.00,355.00,85.00, -92.00,17, 2.910,40.00, 87.00,-2.450,50.00,262.00,-0.460, 2.00,355.00
   652719 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=652719&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-01-14,21:51:08.00,-33.2700, -69.4200, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.920, 5.6,17,-0.131, 2.734,-2.600, 1.078,-0.449, 0.383, 49.00,85.00, 159.00,141.00,69.00,   5.00,17, 3.110,18.00,  3.00,-2.730,11.00, 97.00,-0.380,69.00,217.00
   653427 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=653427&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-01-28,16:59:24.00,-45.1700, -76.2900, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.810, 5.4,17,-1.209,-0.182, 1.390, 0.637,-0.112,-1.073,195.00,27.00, -56.00,338.00,68.00,-106.00,17, 1.830,21.00, 80.00,-1.790,64.00,221.00,-0.040,15.00,344.00
   651166 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=651166&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-02-14,14:07:00.40,-32.0200, -71.5600, 46.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.900, 5.1,16, 2.821, 2.153,-4.970,-0.443,-1.689, 2.260,226.00,41.00, 142.00,346.00,66.00,  55.00,16, 3.920,55.00,211.00,-5.870,14.00,101.00, 1.950,32.00,  2.00
   650101 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=650101&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-03-23,23:33:15.20,-30.1700, -72.0800, 43.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.430, 5.4,17, 1.248, 0.134,-1.380,-0.273,-0.319,-0.389,  1.00,37.00,  75.00,200.00,55.00, 101.00,17, 1.350,77.00,148.00,-1.520, 9.00,282.00, 0.170, 9.00, 14.00
   650414 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=650414&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-03-29,06:41:53.40,-43.3800, -75.8600, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,1.620, 6.1,18,-0.533,-0.114, 0.640,-0.821, 0.429,-1.210, 34.00,78.00, -83.00,185.00,14.00,-119.00,18, 1.760,32.00,119.00,-1.480,57.00,313.00,-0.280, 7.00,213.00
   650442 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=650442&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-03-29,17:49:11.40,-38.0500, -73.9100, 32.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.870, 5.5,17, 1.172,-0.060,-1.110, 0.161,-0.099,-1.472, 13.00,20.00, 106.00,176.00,71.00,  85.00,17, 1.910,63.00, 78.00,-1.830,26.00,271.00,-0.080, 5.00,178.00
   647405 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=647405&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-04-09,08:17:59.20,-31.4900, -67.4200, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,12.790, 5.3,16, 9.042,-4.144,-4.890, 8.311, 5.894, 1.369,108.00,65.00,  61.00,340.00,37.00, 136.00,16,13.870,59.00,336.00,-11.720,15.00,218.00,-2.150,26.00,121.00
   643390 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=643390&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-06-11,14:21:25.30,-33.0300, -71.9300, 20.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,7.170, 5.8,17, 5.183, 0.824,-6.000,-0.337,-0.275,-4.456,  1.00,26.00,  87.00,184.00,64.00,  91.00,17, 6.750,71.00, 97.00,-7.580,19.00,273.00, 0.830, 1.00,  3.00
   641755 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=641755&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-07-13,06:20:37.40,-33.4700, -70.4900,113.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,3.830, 5.7,17, 0.687,-1.682, 0.990,-0.432,-0.310,-3.728,102.00,14.00, 178.00,195.00,89.00,  76.00,17, 4.570,44.00, 91.00,-3.090,43.00,299.00,-1.490,14.00,195.00
   642123 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=642123&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-07-19,11:52:29.40,-29.0000, -69.8900,129.3,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,10.180, 5.9,17,-8.087, 5.889, 2.190,-6.221,-3.052, 1.875,112.00,65.00, -96.00,306.00,26.00, -77.00,17, 9.880,20.00,206.00,-10.490,70.00,  9.00, 0.620, 6.00,114.00
   639605 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=639605&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-08-03,03:00:53.40,-35.4600, -69.8200,163.9,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,10.050, 5.3,16, 7.259,-1.580,-5.670, 0.227,-0.112,-7.682,  2.00,20.00,  93.00,179.00,70.00,  89.00,16,10.840,65.00, 87.00,-9.250,25.00,270.00,-1.590, 1.00,180.00
   640730 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=640730&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-08-29,10:38:17.30,-39.7500, -73.3700, 44.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.390, 5.4,17, 0.834,-0.158,-0.670,-1.054, 0.474, 0.224,171.00,29.00, 140.00,298.00,72.00,  67.00,17, 1.510,57.00,177.00,-1.280,23.00, 45.00,-0.230,22.00,305.00
   635300 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=635300&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-11-10,16:24:43.80,-31.5200, -67.5500, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,3.600, 5.6,17, 2.530,-0.424,-2.100, 0.635, 1.167, 2.415,133.00,31.00,  49.00,358.00,67.00, 111.00,17, 3.820,62.00,301.00,-3.380,20.00, 73.00,-0.440,20.00,170.00
   634505 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=634505&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1980-12-25,06:32:51.70,-31.0000, -67.1900,138.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.090, 5.1,16,-4.567,-0.690, 5.250,-0.835, 0.373,-0.903, 14.00,52.00, -77.00,173.00,40.00,-106.00,16, 5.370, 6.00, 94.00,-4.800,78.00,335.00,-0.570,11.00,185.00
   629971 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=629971&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-03-16,13:40:52.40,-35.6700, -71.6700, 60.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,13.370, 5.3,16,-8.331, 2.665, 5.660, 1.611, 9.187,-6.269, 11.00,63.00,-129.00,252.00,46.00, -39.00,16,14.140,10.00,128.00,-12.610,54.00,232.00,-1.530,34.00, 31.00
   630303 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=630303&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-03-23,19:28:15.00,-33.9600, -71.8100, 16.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,4.780, 6.4,18, 1.027,-0.540,-0.480, 0.585, 0.114,-4.676,173.00,85.00,  91.00,335.00, 5.00,  73.00,18, 5.030,50.00, 84.00,-4.520,40.00,261.00,-0.510, 1.00,352.00
   627842 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=627842&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-04-06,14:34:09.10,-35.3600, -70.8100,112.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,8.980, 5.2,16, 2.323,-2.948, 0.620,-2.116,-4.645,-6.903, 95.00,33.00, 163.00,200.00,81.00,  58.00,16, 8.650,45.00, 78.00,-9.310,29.00,315.00, 0.650,31.00,205.00
   626780 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=626780&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-05-17,17:05:00.90,-27.3900, -72.1400, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,9.820, 5.3,16,-9.022,-0.497, 9.510, 0.825, 0.825,-3.020,191.00,37.00, -79.00,358.00,54.00, -98.00,16,10.040, 9.00, 94.00,-9.600,79.00,237.00,-0.440, 6.00,  3.00
   624731 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=624731&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-06-04,07:39:39.10,-34.7600, -78.1200, 26.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,6.400, 5.1,16,-4.225,-1.602, 5.820, 3.194,-0.158,-1.917,207.00,42.00, -41.00,330.00,64.00,-124.00,16, 6.260,12.00, 84.00,-6.550,57.00,193.00, 0.300,31.00,347.00
   624387 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=624387&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-07-28,03:03:27.70,-41.9700, -73.4500, 46.7,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,3.240, 5.6,17, 0.637,-2.863, 2.220,-0.746,-0.550, 1.733, 44.00,59.00,  17.00,305.00,75.00, 148.00,17, 3.460,33.00,261.00,-3.020,10.00,357.00,-0.430,55.00,103.00
   611767 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=611767&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-09-19,11:40:54.60,-39.4500, -74.9400, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.510, 5.5,17,-2.066,-0.027, 2.090, 1.097, 0.247,-0.929,206.00,38.00, -53.00,342.00,61.00,-116.00,17, 2.290,12.00, 90.00,-2.730,65.00,207.00, 0.440,22.00,355.00
   610009 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610009&out_format=ISF2&request=COMPREHENSIVE>,de  ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,1981-10-16,03:25:42.22,-33.1340, -73.0740, 42.0,        ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,20,1.500, 7.4,20, 0.810,-0.210,-0.600,-0.050,-0.520,-1.170, 57.00,25.00, 135.00,190.00,73.00,  72.00,20, 1.500,59.00, 75.00,-1.440,26.00,294.00,-0.050,17.00,195.00
   610009 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=610009&out_format=ISF2&request=COMPREHENSIVE>,de  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-10-16,03:25:47.70,-33.4800, -73.1500, 40.4,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,19,5.110, 7.1,19, 4.936,-0.575,-4.360,-0.030,-0.727, 1.967,  6.00,56.00,  86.00,194.00,34.00,  96.00,19, 5.340,78.00,262.00,-4.880,11.00,100.00,-0.460, 4.00,  9.00
   608340 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=608340&out_format=ISF2&request=COMPREHENSIVE>,de  ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,1981-11-07,03:29:51.09,-32.1990, -71.3360, 54.0,        ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,19,3.600, 7.0,19, 0.060, 0.520,-0.580, 0.390,-2.540,-2.520, 83.00,46.00, 179.00,174.00,89.00,  44.00,19, 3.690,30.00, 48.00,-3.590,29.00,299.00,-0.100,46.00,175.00
   608340 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=608340&out_format=ISF2&request=COMPREHENSIVE>,de  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-11-07,03:29:58.30,-32.4100, -71.3900, 65.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,19,3.260, 6.9,19,-0.067,-0.767, 0.830, 0.782,-0.217,-3.122,208.00, 5.00, -47.00,345.00,86.00, -94.00,19, 3.640,41.00, 78.00,-2.870,49.00,251.00,-0.770, 4.00,345.00
   607177 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=607177&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1981-12-15,12:32:02.90,-36.1300, -71.1600,104.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,4.630, 5.0,16,-1.102, 0.437, 0.660, 3.461,-1.261,-2.700,157.00,10.00, -61.00,308.00,81.00, -95.00,16, 4.960,36.00, 42.00,-4.310,54.00,212.00,-0.650, 5.00,309.00
   596390 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=596390&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1982-06-01,04:14:16.60,-41.6900, -75.8700, 10.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,4.900, 6.4,18,-3.372,-0.860, 4.230,-1.871, 0.307,-2.339, 25.00,65.00, -67.00,160.00,33.00,-130.00,18, 5.010,17.00, 99.00,-4.800,63.00,332.00,-0.210,21.00,195.00
   596588 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=596588&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1982-06-05,00:17:01.70,-43.4400, -76.0700, 23.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,9.650, 5.3,16,-7.497,-1.007, 8.500,-0.678, 1.658,-5.132,  8.00,61.00, -91.00,191.00,29.00, -87.00,16,10.290,16.00, 99.00,-9.010,74.00,275.00,-1.280, 1.00,  9.00
   591614 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=591614&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1982-09-06,11:13:27.70,-32.0800, -71.3900, 78.5,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,9.800, 5.3,16,-1.786, 3.959,-2.170, 4.539,-1.499,-7.859, 68.00,21.00,-166.00,326.00,85.00, -69.00,16, 9.410,37.00, 38.00,-10.180,46.00,257.00, 0.770,20.00,144.00
   591057 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=591057&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1982-10-26,03:24:34.30,-29.7000, -71.3300, 56.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,5.250, 5.8,17,-1.367, 1.149, 0.210, 0.969,-1.096,-4.904,100.00,15.00,-154.00,345.00,84.00, -77.00,17, 4.950,37.00, 63.00,-5.540,50.00,270.00, 0.590,13.00,164.00
   589249 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=589249&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1982-11-18,20:39:54.60,-31.2100, -65.7400,166.2,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,12.420, 6.0,17,-8.794, 3.461, 5.330, 2.869,-4.330,-8.277,129.00,24.00,-114.00,335.00,68.00, -80.00,17,12.180,22.00, 57.00,-12.650,66.00,263.00, 0.470,10.00,151.00
   583758 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=583758&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-02-28,22:44:20.20,-44.7800, -79.1600, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,1.120, 6.0,18,-0.198, 0.470,-0.270, 0.000,-1.056, 0.000,260.00,90.00, 180.00,350.00,90.00,   0.00,18, 1.220, 0.00,215.00,-1.020, 0.00,125.00,-0.200,90.00,180.00
   577740 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=577740&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-04-02,05:58:40.80,-29.0200, -66.1300, 40.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,10.160, 5.3,16, 5.178,-1.879,-3.290, 1.658,-4.410, 7.784, 17.00,73.00,  71.00,247.00,25.00, 137.00,16, 9.870,58.00,262.00,-10.450,26.00,122.00, 0.580,18.00, 23.00
   575722 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=575722&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-05-07,01:07:26.00,-28.3700, -71.6100, 33.8,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,16,5.170, 5.1,16, 4.284,-0.022,-4.260, 0.093,-0.739,-2.810, 16.00,29.00, 101.00,183.00,62.00,  84.00,16, 5.140,73.00, 79.00,-5.190,17.00,278.00, 0.050, 5.00,186.00
   575911 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=575911&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-05-09,10:58:23.90,-41.9200, -74.4500, 33.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,18,1.610, 6.1,18,-1.293,-0.278, 1.570, 0.414, 0.575, 0.252,213.00,54.00, -68.00,358.00,41.00,-118.00,18, 1.780, 7.00,287.00,-1.440,71.00,177.00,-0.340,18.00, 19.00
   575911 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=575911&out_format=ISF2&request=COMPREHENSIVE>,ke  ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,1983-05-09,10:58:25.40,-40.9300, -74.9090, 10.0,        ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,18,1.000, 6.0,18,-0.820, 0.270, 0.550, 0.040, 0.540,-0.470, 18.00,59.00,-113.00,238.00,38.00, -57.00,18, 1.040,11.00,125.00,-1.000,67.00,243.00,-0.030,19.00, 31.00
   569311 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=569311&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-08-01,14:09:24.00,-48.3300, -76.4600, 11.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,4.340, 5.7,17, 1.858, 0.126,-1.980, 1.552, 0.630,-3.524,157.00,76.00,  86.00,355.00,14.00, 107.00,17, 4.220,58.00, 61.00,-4.470,31.00,251.00, 0.260, 4.00,158.00
   568350 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=568350&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-09-14,00:47:01.70,-36.4000, -73.6500, 10.1,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.540, 5.4,17, 0.626, 0.104,-0.730, 0.507,-0.034,-1.281, 23.00,16.00, 131.00,161.00,78.00,  79.00,17, 1.540,56.00, 57.00,-1.540,32.00,260.00,-0.010,11.00,163.00
   566886 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=566886&out_format=ISF2&request=COMPREHENSIVE>,fe  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-10-21,08:14:23.10,-30.6900, -68.6100,131.6,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,1.710, 5.4,17,-0.944,-0.196, 1.140, 0.746,-0.282, 1.102,200.00,73.00, -65.00,323.00,30.00,-143.00,17, 1.620,24.00,271.00,-1.810,56.00,142.00, 0.200,23.00, 12.00
   565584 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=565584&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-11-26,23:29:09.20,-45.1100, -79.9400, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,5.730, 5.8,17,-0.561, 2.746,-2.180, 0.000,-5.172, 0.000,257.00,90.00, 180.00,347.00,90.00,   0.00,17, 6.010, 0.00,212.00,-5.450, 0.00,122.00,-0.560,90.00,180.00
   565662 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=565662&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-11-28,19:10:08.20,-44.6000, -77.9700, 10.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.460, 5.5,17,-0.879,-0.150, 1.030,-0.371,-0.481,-2.178,  7.00,79.00, -76.00,133.00,18.00,-142.00,17, 2.470,33.00, 85.00,-2.450,54.00,294.00,-0.020,14.00,184.00
   562664 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=562664&out_format=ISF2&request=COMPREHENSIVE>,ke  ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,1983-12-10,17:37:57.50,-44.7300, -78.3200, 15.0,TRUE    ,GCMT <https://www.isc.ac.uk/cgi-bin/agency-get?agency=GCMT>     ,17,2.870, 5.6,17,-0.243, 1.253,-1.010, 0.000,-2.634, 0.000,258.00,90.00, 180.00,348.00,90.00,   0.00,17, 2.990, 0.00,213.00,-2.740, 0.00,123.00,-0.240,90.00,180.00
   562902 <https://www.isc.ac.uk/cgi-bin/web-db-run?event_id=562902&out_format=ISF2&request=COMPREHENSIVE>,fe  ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,1983-12-15,04:22:33.46,-33.0990, -70.1200,106.0,        ,NEIS <https://www.isc.ac.uk/cgi-bin/agency-get?agency=NEIS>     ,18,2.400, 6.2,18,-0.640, 0.140, 0.500, 0.000, 1.070,-2.120,  4.00,82.00,-115.00,257.00,27.00, -19.00,18, 2.450,32.00,115.00,-2.440,47.00,248.00,-0.010,25.00,  8.00
